57, 44.07, 40.77, 5.12, 0.85, 2026-03-16 16:41:30
58, 6.15, 94.37, 6.36, 0.62, 2026-03-16 16:42:30
59, 4.72, 4.41, 4.06, 0.09, 2026-03-16 16:43:30
60, 9.22, 99.26, 0.28, 0.56, 2026-03-16 16:44:30
61, 15.49, 46.46, 12.55, 0.22, 2026-03-16 16:45:30
62, 35.05, 29.73, 6.35, 0.49, 2026-03-16 16:46:30
63, 0.47, 29.07, 13.61, 0.19, 2026-03-16 16:47:30
64, 25.91, 70.09, 2.28, 0.75, 2026-03-16 16:48:30
65, 36.94, 57.64, 6.29, 0.76, 2026-03-16 16:49:30
66, 8.61, 59.83, 10.84, 0.14, 2026-03-16 16:50:30
67, 25.91, 57.80, 4.61, 0.21, 2026-03-16 16:51:30
68, 5.66, 26.85, 1.62, 0.93, 2026-03-16 16:52:30
69, 43.86, 64.86, 10.31, 0.65, 2026-03-16 16:53:30
70, 27.62, 33.13, 4.72, 0.51, 2026-03-16 16:54:30
71, 25.72, 25.77, 1.28, 0.98, 2026-03-16 16:55:30
72, 46.77, 32.93, 2.01, 0.61, 2026-03-16 16:56:30
73, 29.19, 13.57, 5.77, 0.44, 2026-03-16 16:57:30
74, 1.95, 43.53, 2.24, 0.20, 2026-03-16 16:58:30
75, 30.18, 54.33, 10.37, 0.79, 2026-03-16 16:59:30
76, 34.73, 28.43, 5.89, 0.99, 2026-03-16 17:00:30
77, 49.64, 66.62, 9.70, 0.15, 2026-03-16 17:01:30
78, 6.78, 93.01, 13.72, 0.56, 2026-03-16 17:02:30
79, 11.50, 13.43, 1.90, 0.43, 2026-03-16 17:03:30
80, 48.50, 92.75, 9.15, 0.10, 2026-03-16 17:04:30
81, 31.96, 66.70, 13.80, 0.39, 2026-03-16 17:05:30
82, 38.90, 53.99, 12.32, 0.82, 2026-03-16 17:06:30
83, 40.00, 84.18, 1.93, 0.37, 2026-03-16 17:07:30
84, 16.75, 7.03, 9.91, 0.91, 2026-03-16 17:08:30
85, 29.14, 98.93, 7.17, 0.54, 2026-03-16 17:09:30
86, 22.93, 31.94, 12.79, 0.21, 2026-03-16 17:10:30
87, 40.43, 21.29, 3.29, 0.89, 2026-03-16 17:11:30
88, 24.09, 16.68, 3.26, 0.45, 2026-03-16 17:12:30
89, 26.72, 53.29, 13.07, 0.78, 2026-03-16 17:13:30
90, 17.54, 27.84, 10.23, 0.12, 2026-03-16 17:14:30
91, 48.16, 15.62, 2.34, 0.16, 2026-03-16 17:15:30
92, 17.35, 93.84, 3.99, 0.98, 2026-03-16 17:16:30
93, 48.97, 87.12, 13.64, 0.32, 2026-03-16 17:17:30
94, 21.77, 0.65, 2.83, 0.19, 2026-03-16 17:18:30
95, 15.45, 56.68, 7.71, 0.40, 2026-03-16 17:19:30
96, 11.83, 99.95, 13.36, 0.05, 2026-03-16 17:20:30
97, 15.22, 87.70, 0.69, 0.43, 2026-03-16 17:21:30
98, 31.23, 29.86, 0.60, 0.43, 2026-03-16 17:22:30
99, 17.74, 95.07, 7.07, 0.01, 2026-03-16 17:23:30
100, 47.50, 48.16, 13.83, 0.68, 2026-03-16 17:24:30
101, 46.06, 34.63, 12.43, 0.63, 2026-03-16 17:25:30
102, 44.35, 77.96, 6.16, 0.37, 2026-03-16 17:26:30
103, 9.83, 5.07, 3.86, 0.65, 2026-03-16 17:27:30
104, 45.32, 65.91, 5.86, 0.46, 2026-03-16 17:28:30
105, 19.57, 62.44, 2.21, 0.80, 2026-03-16 17:29:30
106, 18.65, 52.94, 9.47, 0.20, 2026-03-16 17:30:30
107, 32.17, 47.07, 12.04, 0.43, 2026-03-16 17:31:30
108, 13.44, 57.40, 2.60, 0.65, 2026-03-16 17:32:30
109, 27.64, 23.02, 1.31, 0.29, 2026-03-16 17:33:30
110, 26.99, 70.82, 10.56, 0.82, 2026-03-16 17:34:30
111, 17.12, 30.08, 8.87, 0.98, 2026-03-16 17:35:30
112, 3.48, 66.07, 10.67, 0.37, 2026-03-16 17:36:30
113, 32.15, 48.15, 1.64, 0.04, 2026-03-16 17:37:30
114, 13.81, 18.10, 0.33, 0.05, 2026-03-16 17:38:30
115, 45.16, 74.27, 13.61, 0.60, 2026-03-16 17:39:30
116, 16.75, 37.13, 10.89, 0.66, 2026-03-16 17:40:30
117, 21.26, 11.99, 6.52, 0.74, 2026-03-16 17:41:30
118, 1.36, 14.32, 11.23, 0.71, 2026-03-16 17:42:30
119, 1.20, 73.42, 12.32, 0.38, 2026-03-16 17:43:30
120, 10.54, 80.04, 9.08, 0.65, 2026-03-16 17:44:30
121, 15.66, 93.59, 11.40, 0.92, 2026-03-16 17:45:30
122, 46.00, 74.50, 0.09, 0.76, 2026-03-16 17:46:30
123, 30.76, 57.46, 8.56, 0.34, 2026-03-16 17:47:30
124, 4.33, 31.02, 2.73, 0.65, 2026-03-16 17:48:30
125, 24.80, 39.36, 12.68, 0.10, 2026-03-16 17:49:30
126, 44.42, 71.68, 10.81, 0.41, 2026-03-16 17:50:30
127, 46.27, 54.94, 4.21, 0.52, 2026-03-16 17:51:30
128, 36.06, 15.55, 3.84, 0.32, 2026-03-16 17:52:30
129, 3.13, 25.62, 2.37, 0.89, 2026-03-16 17:53:30
130, 39.86, 99.40, 1.13, 0.26, 2026-03-16 17:54:30
131, 33.31, 55.55, 8.13, 0.14, 2026-03-16 17:55:30
132, 18.37, 10.87, 5.60, 0.73, 2026-03-16 17:56:30
133, 6.42, 21.06, 4.89, 0.14, 2026-03-16 17:57:30
134, 28.44, 34.21, 5.38, 0.42, 2026-03-16 17:58:30
135, 6.83, 72.61, 2.99, 0.70, 2026-03-16 17:59:30
136, 44.87, 8.47, 5.16, 0.55, 2026-03-16 18:00:30
137, 47.90, 49.25, 1.84, 0.06, 2026-03-16 18:01:30
138, 15.32, 98.19, 3.24, 0.64, 2026-03-16 18:02:30
139, 17.46, 5.58, 9.97, 0.13, 2026-03-16 18:03:30
140, 46.38, 76.61, 12.39, 0.13, 2026-03-16 18:04:30
141, 4.61, 51.16, 10.68, 0.30, 2026-03-16 18:05:30
142, 21.02, 21.39, 12.46, 0.42, 2026-03-16 18:06:30
143, 7.70, 2.54, 13.54, 0.89, 2026-03-16 18:07:30
144, 47.16, 22.79, 2.64, 0.67, 2026-03-16 18:08:30
145, 23.60, 47.62, 9.56, 0.17, 2026-03-16 18:09:30
146, 37.62, 4.39, 13.65, 0.15, 2026-03-16 18:10:30
147, 18.20, 22.71, 12.19, 0.11, 2026-03-16 18:11:30
148, 21.19, 56.29, 9.47, 0.28, 2026-03-16 18:12:30
149, 28.18, 1.86, 2.01, 0.66, 2026-03-16 18:13:30
150, 35.05, 80.79, 1.00, 0.22, 2026-03-16 18:14:30
151, 44.01, 98.94, 13.19, 0.71, 2026-03-16 18:15:30
152, 48.40, 50.62, 7.37, 0.16, 2026-03-16 18:16:30
153, 24.20, 81.99, 11.72, 0.64, 2026-03-16 18:17:30
154, 17.32, 79.66, 5.04, 0.18, 2026-03-16 18:18:30
155, 40.81, 0.22, 13.34, 0.53, 2026-03-16 18:19:30
156, 20.93, 6.08, 4.60, 0.73, 2026-03-16 18:20:30
157, 6.24, 23.48, 7.28, 0.95, 2026-03-16 18:21:30
158, 28.76, 88.12, 3.39, 0.80, 2026-03-16 18:22:30
159, 31.20, 94.17, 7.70, 0.44, 2026-03-16 18:23:30
160, 49.39, 12.21, 9.84, 0.68, 2026-03-16 18:24:30
161, 13.95, 91.72, 8.93, 0.54, 2026-03-16 18:25:30
162, 10.30, 13.76, 13.52, 0.28, 2026-03-16 18:26:30
163, 10.89, 9.53, 12.38, 0.50, 2026-03-16 18:27:30
164, 19.06, 10.30, 13.01, 0.20, 2026-03-16 18:28:30
165, 38.22, 44.45, 13.32, 0.58, 2026-03-16 18:29:30
166, 5.67, 47.21, 3.47, 0.30, 2026-03-16 18:30:30
167, 5.02, 98.70, 3.26, 0.02, 2026-03-16 18:31:30
168, 46.22, 55.91, 7.98, 0.02, 2026-03-16 18:32:30
169, 27.46, 94.32, 2.24, 0.59, 2026-03-16 18:33:30
170, 17.73, 24.59, 12.63, 0.19, 2026-03-16 18:34:30
171, 24.35, 0.17, 8.74, 0.78, 2026-03-16 18:35:30
172, 34.33, 81.36, 1.35, 0.58, 2026-03-16 18:36:30
173, 43.85, 71.35, 7.41, 0.59, 2026-03-16 18:37:30
174, 14.63, 90.03, 6.49, 0.01, 2026-03-16 18:38:30
175, 21.54, 1.12, 6.51, 0.04, 2026-03-16 18:39:30
176, 30.33, 58.22, 7.18, 0.13, 2026-03-16 18:40:30
177, 19.61, 85.43, 7.16, 0.18, 2026-03-16 18:41:30
178, 36.12, 58.16, 11.37, 0.75, 2026-03-16 18:42:30
179, 47.40, 99.81, 2.27, 0.79, 2026-03-16 18:43:30
180, 30.83, 59.82, 13.73, 0.89, 2026-03-16 18:44:30
181, 13.19, 88.86, 5.26, 0.70, 2026-03-16 18:45:30
182, 49.78, 76.65, 11.18, 0.38, 2026-03-16 18:46:30
183, 7.14, 68.17, 10.51, 0.75, 2026-03-16 18:47:30
184, 38.44, 23.75, 6.24, 0.13, 2026-03-16 18:48:30
185, 15.60, 38.80, 11.61, 0.34, 2026-03-16 18:49:30
186, 7.27, 88.63, 12.16, 0.01, 2026-03-16 18:50:30
187, 16.60, 14.23, 7.26, 0.61, 2026-03-16 18:51:30
188, 17.93, 14.36, 3.67, 0.33, 2026-03-16 18:52:30
189, 6.60, 59.80, 9.02, 0.27, 2026-03-16 18:53:30
190, 0.59, 95.28, 9.66, 0.01, 2026-03-16 18:54:30
191, 8.51, 44.68, 8.79, 0.06, 2026-03-16 18:55:30
192, 2.58, 85.24, 11.43, 0.29, 2026-03-16 18:56:30
193, 10.96, 6.30, 3.96, 0.77, 2026-03-16 18:57:30
194, 18.31, 18.26, 10.85, 0.13, 2026-03-16 18:58:30
195, 38.78, 27.34, 10.43, 0.97, 2026-03-16 18:59:30
196, 0.35, 41.77, 2.15, 0.24, 2026-03-16 19:00:30
197, 4.75, 25.12, 7.28, 0.33, 2026-03-16 19:01:30
198, 1.84, 62.26, 1.52, 0.65, 2026-03-16 19:02:30
199, 42.66, 53.64, 9.27, 0.51, 2026-03-16 19:03:30
200, 0.14, 3.55, 8.43, 0.02, 2026-03-16 19:04:30
201, 21.53, 17.95, 1.02, 0.81, 2026-03-16 19:05:30
202, 1.67, 77.46, 10.75, 0.47, 2026-03-16 19:06:30
203, 41.10, 1.17, 12.95, 0.26, 2026-03-16 19:07:30
204, 28.08, 66.98, 5.57, 0.13, 2026-03-16 19:08:30
205, 8.64, 3.89, 3.07, 0.54, 2026-03-16 19:09:30
206, 33.62, 22.04, 7.77, 0.24, 2026-03-16 19:10:30
207, 46.91, 96.14, 6.36, 0.34, 2026-03-16 19:11:30
208, 3.76, 67.68, 4.36, 0.91, 2026-03-16 19:12:30
209, 33.44, 81.88, 6.02, 0.47, 2026-03-16 19:13:30
210, 35.09, 24.73, 8.60, 0.51, 2026-03-16 19:14:30
211, 21.04, 75.89, 2.43, 0.53, 2026-03-16 19:15:30
212, 46.46, 43.05, 3.78, 0.65, 2026-03-16 19:16:30
213, 39.56, 93.29, 13.85, 0.25, 2026-03-16 19:17:30
214, 21.33, 47.22, 0.87, 0.83, 2026-03-16 19:18:30
215, 28.87, 51.41, 8.87, 0.41, 2026-03-16 19:19:30
216, 31.43, 94.74, 13.79, 0.70, 2026-03-16 19:20:30
217, 3.15, 84.33, 8.66, 0.41, 2026-03-16 19:21:30
218, 41.64, 46.73, 8.55, 0.90, 2026-03-16 19:22:30
219, 46.39, 69.79, 8.91, 0.47, 2026-03-16 19:23:30
220, 46.12, 51.15, 8.06, 0.61, 2026-03-16 19:24:30
221, 39.13, 68.64, 1.51, 0.45, 2026-03-16 19:25:30
222, 35.69, 38.48, 2.71, 0.66, 2026-03-16 19:26:30
223, 16.50, 76.79, 12.06, 0.26, 2026-03-16 19:27:30
224, 46.44, 29.95, 2.72, 0.27, 2026-03-16 19:28:30
225, 7.44, 89.69, 13.05, 0.96, 2026-03-16 19:29:30
226, 39.69, 58.22, 8.24, 0.45, 2026-03-16 19:30:30
227, 5.24, 79.27, 6.86, 0.45, 2026-03-16 19:31:30
228, 13.01, 0.58, 9.13, 1.00, 2026-03-16 19:32:30
229, 19.28, 83.39, 12.39, 0.78, 2026-03-16 19:33:30
230, 42.72, 24.68, 0.62, 0.11, 2026-03-16 19:34:30
231, 8.05, 7.75, 11.62, 0.06, 2026-03-16 19:35:30
232, 7.41, 46.71, 0.59, 0.68, 2026-03-16 19:36:30
233, 43.39, 40.47, 9.75, 0.08, 2026-03-16 19:37:30
234, 42.92, 2.11, 12.69, 0.13, 2026-03-16 19:38:30
235, 6.00, 78.88, 13.20, 0.48, 2026-03-16 19:39:30
236, 28.40, 28.77, 5.15, 0.93, 2026-03-16 19:40:30
237, 12.25, 69.09, 9.28, 0.54, 2026-03-16 19:41:30
238, 3.76, 62.76, 3.37, 0.73, 2026-03-16 19:42:30
239, 22.08, 57.91, 3.70, 0.66, 2026-03-16 19:43:30
240, 18.24, 46.48, 2.28, 0.14, 2026-03-16 19:44:30
241, 28.38, 57.29, 3.75, 0.42, 2026-03-16 19:45:30
242, 10.32, 49.40, 6.41, 0.05, 2026-03-16 19:46:30
243, 27.41, 21.27, 3.28, 0.23, 2026-03-16 19:47:30
244, 18.86, 1.28, 1.71, 0.68, 2026-03-16 19:48:30
245, 20.58, 35.46, 11.37, 0.70, 2026-03-16 19:49:30
246, 25.48, 37.81, 13.16, 0.21, 2026-03-16 19:50:30
247, 47.49, 18.98, 12.86, 0.57, 2026-03-16 19:51:30
248, 28.17, 58.89, 10.10, 1.00, 2026-03-16 19:52:30
249, 0.14, 38.90, 0.48, 0.24, 2026-03-16 19:53:30
250, 46.21, 99.26, 9.31, 0.49, 2026-03-16 19:54:30
251, 18.48, 37.22, 8.89, 0.02, 2026-03-16 19:55:30
252, 6.27, 11.77, 11.85, 0.71, 2026-03-16 19:56:30
253, 17.14, 70.30, 10.33, 0.87, 2026-03-16 19:57:30
254, 9.82, 63.04, 11.64, 0.40, 2026-03-16 19:58:30
255, 43.44, 60.81, 8.11, 0.93, 2026-03-16 19:59:30
256, 31.74, 41.66, 5.80, 0.78, 2026-03-16 20:00:30
257, 16.67, 62.20, 5.81, 0.51, 2026-03-16 20:01:30
258, 0.21, 78.94, 6.76, 0.88, 2026-03-16 20:02:30
259, 48.57, 35.66, 6.26, 0.83, 2026-03-16 20:03:30
260, 7.84, 82.06, 0.03, 0.60, 2026-03-16 20:04:30
261, 45.10, 39.55, 12.23, 0.32, 2026-03-16 20:05:30
262, 4.08, 79.78, 1.88, 0.32, 2026-03-16 20:06:30
263, 39.46, 31.36, 0.89, 0.55, 2026-03-16 20:07:30
264, 18.81, 80.68, 6.57, 0.15, 2026-03-16 20:08:30
265, 6.32, 82.18, 12.05, 0.82, 2026-03-16 20:09:30
266, 17.25, 43.85, 5.54, 0.81, 2026-03-16 20:10:30
267, 7.34, 3.61, 0.06, 0.32, 2026-03-16 20:11:30
268, 36.08, 62.05, 8.17, 0.11, 2026-03-16 20:12:30
269, 17.96, 87.29, 9.61, 0.98, 2026-03-16 20:13:30
270, 0.84, 57.48, 8.40, 0.14, 2026-03-16 20:14:30
271, 35.36, 56.75, 3.11, 0.91, 2026-03-16 20:15:30
272, 24.55, 89.93, 9.04, 0.96, 2026-03-16 20:16:30
273, 17.72, 31.97, 11.93, 0.42, 2026-03-16 20:17:30
274, 37.58, 77.50, 5.91, 0.02, 2026-03-16 20:18:30
275, 4.77, 6.24, 9.39, 0.76, 2026-03-16 20:19:30
276, 48.81, 29.82, 1.61, 0.14, 2026-03-16 20:20:30
277, 19.52, 35.69, 9.43, 0.44, 2026-03-16 20:21:30
278, 38.01, 93.74, 7.15, 0.16, 2026-03-16 20:22:30
279, 1.26, 41.19, 13.06, 0.12, 2026-03-16 20:23:30
280, 29.43, 11.51, 3.27, 0.17, 2026-03-16 20:24:30
281, 19.84, 22.82, 12.65, 0.22, 2026-03-16 20:25:30
282, 46.76, 91.54, 1.53, 0.41, 2026-03-16 20:26:30
283, 21.14, 86.84, 11.79, 0.12, 2026-03-16 20:27:30
284, 49.17, 91.54, 9.13, 0.76, 2026-03-16 20:28:30
285, 3.89, 85.09, 5.08, 0.93, 2026-03-16 20:29:30
286, 48.79, 14.25, 9.54, 0.88, 2026-03-16 20:30:30
287, 27.62, 67.04, 1.53, 0.96, 2026-03-16 20:31:30
288, 9.26, 15.68, 0.76, 0.95, 2026-03-16 20:32:30
289, 1.93, 44.13, 7.82, 0.81, 2026-03-16 20:33:30
290, 25.65, 25.74, 7.51, 0.05, 2026-03-16 20:34:30
291, 7.05, 66.81, 13.24, 0.00, 2026-03-16 20:35:30
292, 35.62, 81.50, 10.96, 0.20, 2026-03-16 20:36:30
293, 45.49, 13.93, 4.40, 0.35, 2026-03-16 20:37:30
294, 11.72, 72.86, 6.38, 0.93, 2026-03-16 20:38:30
295, 25.17, 94.76, 9.69, 0.88, 2026-03-16 20:39:30
296, 35.13, 0.79, 6.46, 0.57, 2026-03-16 20:40:30
297, 23.60, 63.39, 5.49, 0.39, 2026-03-16 20:41:30
298, 0.45, 48.00, 4.40, 0.14, 2026-03-16 20:42:30
299, 33.40, 45.68, 6.15, 0.67, 2026-03-16 20:43:30
300, 1.90, 62.13, 8.74, 0.82, 2026-03-16 20:44:30
301, 39.07, 78.77, 1.67, 0.26, 2026-03-16 20:45:30
302, 0.64, 51.52, 9.94, 0.09, 2026-03-16 20:46:30
303, 25.01, 62.96, 9.19, 0.96, 2026-03-16 20:47:30
304, 23.47, 93.34, 4.73, 0.51, 2026-03-16 20:48:30
305, 14.73, 26.23, 0.17, 0.86, 2026-03-16 20:49:30
306, 42.66, 54.33, 8.19, 0.06, 2026-03-16 20:50:30
307, 41.42, 1.13, 11.38, 0.03, 2026-03-16 20:51:30
308, 37.10, 23.99, 11.58, 0.16, 2026-03-16 20:52:30
309, 49.68, 14.30, 5.60, 0.86, 2026-03-16 20:53:30
310, 34.70, 60.31, 11.93, 0.32, 2026-03-16 20:54:30
311, 28.48, 88.36, 0.09, 0.95, 2026-03-16 20:55:30
312, 36.00, 47.94, 1.40, 0.37, 2026-03-16 20:56:30
313, 25.53, 56.40, 0.77, 0.75, 2026-03-16 20:57:30
314, 19.06, 68.88, 0.30, 0.32, 2026-03-16 20:58:30
315, 42.66, 88.94, 8.21, 0.68, 2026-03-16 20:59:30
316, 25.60, 85.76, 8.01, 0.92, 2026-03-16 21:00:30
317, 12.67, 33.34, 11.35, 0.02, 2026-03-16 21:01:30
318, 28.37, 37.45, 11.50, 0.73, 2026-03-16 21:02:30
319, 7.31, 65.81, 10.91, 0.26, 2026-03-16 21:03:30
320, 29.78, 47.32, 9.70, 0.92, 2026-03-16 21:04:30
321, 26.51, 55.80, 2.67, 0.25, 2026-03-16 21:05:30
322, 41.81, 43.93, 11.59, 0.62, 2026-03-16 21:06:30
323, 18.94, 43.02, 4.38, 0.85, 2026-03-16 21:07:30
324, 47.11, 94.23, 7.99, 0.93, 2026-03-16 21:08:30
325, 33.73, 26.84, 0.49, 0.26, 2026-03-16 21:09:30
326, 41.42, 49.25, 1.21, 0.56, 2026-03-16 21:10:30
327, 3.47, 68.28, 0.60, 0.94, 2026-03-16 21:11:30
328, 7.14, 2.35, 8.34, 0.08, 2026-03-16 21:12:30
329, 8.52, 4.42, 1.68, 0.21, 2026-03-16 21:13:30
330, 18.31, 59.86, 10.36, 0.78, 2026-03-16 21:14:30
331, 22.45, 75.40, 8.05, 0.42, 2026-03-16 21:15:30
332, 26.63, 24.33, 0.94, 0.20, 2026-03-16 21:16:30
333, 38.85, 63.86, 11.05, 0.75, 2026-03-16 21:17:30
334, 28.94, 90.20, 9.10, 0.24, 2026-03-16 21:18:30
335, 29.31, 46.86, 12.53, 0.71, 2026-03-16 21:19:30
336, 15.78, 52.03, 11.44, 0.93, 2026-03-16 21:20:30
337, 32.69, 60.38, 8.04, 0.14, 2026-03-16 21:21:30
338, 1.33, 25.20, 0.34, 0.81, 2026-03-16 21:22:30
339, 25.64, 76.25, 13.83, 0.93, 2026-03-16 21:23:30
340, 34.50, 79.11, 11.71, 0.89, 2026-03-16 21:24:30
341, 24.32, 91.59, 11.50, 0.35, 2026-03-16 21:25:30
342, 41.34, 82.85, 0.60, 0.34, 2026-03-16 21:26:30
343, 17.43, 30.79, 6.53, 0.96, 2026-03-16 21:27:30
344, 48.66, 63.46, 12.57, 0.72, 2026-03-16 21:28:30
345, 30.49, 59.96, 4.43, 0.20, 2026-03-16 21:29:30
346, 38.91, 76.60, 6.72, 0.85, 2026-03-16 21:30:30
347, 21.31, 13.85, 2.74, 0.60, 2026-03-16 21:31:30
348, 36.34, 89.75, 2.56, 0.31, 2026-03-16 21:32:30
349, 6.76, 35.36, 12.74, 0.52, 2026-03-16 21:33:30
350, 24.33, 77.93, 4.62, 0.59, 2026-03-16 21:34:30
351, 20.79, 27.42, 12.86, 0.69, 2026-03-16 21:35:30
352, 44.08, 31.89, 12.71, 0.83, 2026-03-16 21:36:30
353, 3.69, 17.52, 1.97, 0.22, 2026-03-16 21:37:30
354, 24.44, 78.82, 6.09, 0.21, 2026-03-16 21:38:30
355, 22.55, 34.62, 12.28, 0.27, 2026-03-16 21:39:30
356, 43.11, 15.55, 13.24, 0.93, 2026-03-16 21:40:30
357, 23.10, 98.59, 12.09, 0.43, 2026-03-16 21:41:30
358, 18.94, 54.26, 1.48, 0.87, 2026-03-16 21:42:30
359, 12.64, 22.21, 6.21, 0.61, 2026-03-16 21:43:30
360, 35.64, 80.68, 6.32, 0.81, 2026-03-16 21:44:30
361, 24.36, 25.57, 12.21, 0.65, 2026-03-16 21:45:30
362, 46.60, 24.76, 10.51, 0.36, 2026-03-16 21:46:30
363, 12.78, 63.08, 10.36, 0.46, 2026-03-16 21:47:30
364, 11.07, 43.94, 6.88, 0.39, 2026-03-16 21:48:30
365, 30.57, 62.87, 7.35, 0.87, 2026-03-16 21:49:30
366, 11.51, 18.81, 6.96, 0.22, 2026-03-16 21:50:30
367, 36.55, 78.77, 3.73, 0.06, 2026-03-16 21:51:30
368, 2.26, 61.31, 9.27, 0.37, 2026-03-16 21:52:30
369, 34.90, 54.75, 5.15, 0.65, 2026-03-16 21:53:30
370, 39.38, 35.44, 11.46, 0.91, 2026-03-16 21:54:30
371, 45.71, 1.91, 7.33, 0.34, 2026-03-16 21:55:30
372, 41.79, 90.48, 10.09, 0.45, 2026-03-16 21:56:30
373, 6.73, 87.88, 10.71, 0.30, 2026-03-16 21:57:30
374, 33.70, 6.66, 2.25, 0.85, 2026-03-16 21:58:30
375, 6.39, 38.81, 8.97, 0.03, 2026-03-16 21:59:30
376, 18.18, 53.40, 2.88, 0.37, 2026-03-16 22:00:30
377, 48.02, 53.80, 7.23, 0.98, 2026-03-16 22:01:30
378, 32.09, 60.00, 7.87, 0.63, 2026-03-16 22:02:30
379, 45.38, 31.88, 13.98, 0.74, 2026-03-16 22:03:30
380, 32.17, 98.83, 0.90, 0.08, 2026-03-16 22:04:30
381, 49.44, 11.44, 6.83, 0.84, 2026-03-16 22:05:30
382, 12.46, 81.01, 3.99, 0.10, 2026-03-16 22:06:30
383, 6.36, 22.19, 11.96, 0.17, 2026-03-16 22:07:30
384, 2.94, 64.71, 3.89, 0.83, 2026-03-16 22:08:30
385, 46.74, 49.61, 3.30, 0.10, 2026-03-16 22:09:30
386, 49.35, 75.73, 6.10, 0.47, 2026-03-16 22:10:30
387, 6.14, 11.91, 13.54, 0.14, 2026-03-16 22:11:30
388, 24.39, 40.79, 6.78, 0.35, 2026-03-16 22:12:30
